filepaths,name,No,5mm,30mm,target_size,setting,date,time
dataset/DOE_6/切割訊號/DOE6-10/all/O6302-20241107134701641.pickle,O6302-20241107134701641,12,44.006,44.009,44.0,DOE6-10,1107,1347
dataset/DOE_6/切割訊號/DOE6-10/all/O6302-20241107134822218.pickle,O6302-20241107134822218,13,44.006,44.008,44.0,DOE6-10,1107,1348
dataset/DOE_6/切割訊號/DOE6-10/all/O6302-20241107134955839.pickle,O6302-20241107134955839,14,44.005,44.008,44.0,DOE6-10,1107,1349
dataset/DOE_6/切割訊號/DOE6-10/all/O6302-20241107135121652.pickle,O6302-20241107135121652,15,44.007,44.009,44.0,DOE6-10,1107,1351
dataset/DOE_6/切割訊號/DOE6-10/all/O6302-20241107135232494.pickle,O6302-20241107135232494,16,44.007,44.009,44.0,DOE6-10,1107,1352
dataset/DOE_6/切割訊號/DOE6-10/all/O6302-20241107135343230.pickle,O6302-20241107135343230,17,44.006,44.009,44.0,DOE6-10,1107,1353
dataset/DOE_6/切割訊號/DOE6-10/all/O6302-20241107135502996.pickle,O6302-20241107135502996,18,44.008,44.01,44.0,DOE6-10,1107,1355
dataset/DOE_6/切割訊號/DOE6-10/all/O6302-20241107135619769.pickle,O6302-20241107135619769,19,44.008,44.009,44.0,DOE6-10,1107,1356
dataset/DOE_6/切割訊號/DOE6-10/all/O6302-20241107135739846.pickle,O6302-20241107135739846,20,44.009,44.011,44.0,DOE6-10,1107,1357
dataset/DOE_6/切割訊號/DOE6-10/all/O6302-20241107135904407.pickle,O6302-20241107135904407,21,44.01,44.012,44.0,DOE6-10,1107,1359
dataset/DOE_6/切割訊號/DOE6-10/all/O6302-20241107140322379.pickle,O6302-20241107140322379,22,44.01,44.012,44.0,DOE6-10,1107,1403
dataset/DOE_6/切割訊號/DOE6-10/all/O6302-20241107140435804.pickle,O6302-20241107140435804,23,44.009,44.011,44.0,DOE6-10,1107,1404
dataset/DOE_6/切割訊號/DOE6-10/all/O6302-20241107140547569.pickle,O6302-20241107140547569,24,44.009,44.012,44.0,DOE6-10,1107,1405
dataset/DOE_6/切割訊號/DOE6-10/all/O6302-20241107140704322.pickle,O6302-20241107140704322,25,44.009,44.012,44.0,DOE6-10,1107,1407
dataset/DOE_6/切割訊號/DOE6-10/all/O6302-20241107140817323.pickle,O6302-20241107140817323,26,44.008,44.011,44.0,DOE6-10,1107,1408
dataset/DOE_6/切割訊號/DOE6-10/all/O6302-20241107140925429.pickle,O6302-20241107140925429,27,44.009,44.011,44.0,DOE6-10,1107,1409
dataset/DOE_6/切割訊號/DOE6-10/all/O6302-20241107141044273.pickle,O6302-20241107141044273,28,44.009,44.011,44.0,DOE6-10,1107,1410
dataset/DOE_6/切割訊號/DOE6-10/all/O6302-20241107141158606.pickle,O6302-20241107141158606,29,44.008,44.011,44.0,DOE6-10,1107,1411
dataset/DOE_6/切割訊號/DOE6-10/all/O6302-20241107141311779.pickle,O6302-20241107141311779,30,44.009,44.012,44.0,DOE6-10,1107,1413
dataset/DOE_6/切割訊號/DOE6-10/all/O6302-20241107141652327.pickle,O6302-20241107141652327,31,44.01,44.012,44.0,DOE6-10,1107,1416
dataset/DOE_6/切割訊號/DOE6-10/all/O6302-20241107141808228.pickle,O6302-20241107141808228,32,44.01,44.012,44.0,DOE6-10,1107,1418
dataset/DOE_6/切割訊號/DOE6-10/all/O6302-20241107141916568.pickle,O6302-20241107141916568,33,44.01,44.013,44.0,DOE6-10,1107,1419
dataset/DOE_6/切割訊號/DOE6-10/all/O6302-20241107142025830.pickle,O6302-20241107142025830,34,44.012,44.014,44.0,DOE6-10,1107,1420
dataset/DOE_6/切割訊號/DOE6-10/all/O6302-20241107142138651.pickle,O6302-20241107142138651,35,44.011,44.013,44.0,DOE6-10,1107,1421
dataset/DOE_6/切割訊號/DOE6-10/all/O6302-20241107142249428.pickle,O6302-20241107142249428,36,44.011,44.014,44.0,DOE6-10,1107,1422
dataset/DOE_6/切割訊號/DOE6-10/all/O6302-20241107142405961.pickle,O6302-20241107142405961,37,44.011,44.013,44.0,DOE6-10,1107,1424
dataset/DOE_6/切割訊號/DOE6-10/all/O6302-20241107142522650.pickle,O6302-20241107142522650,38,44.01,44.014,44.0,DOE6-10,1107,1425
dataset/DOE_6/切割訊號/DOE6-10/all/O6302-20241107142658328.pickle,O6302-20241107142658328,39,44.01,44.014,44.0,DOE6-10,1107,1426
dataset/DOE_6/切割訊號/DOE6-10/all/O6302-20241107142949114.pickle,O6302-20241107142949114,40,44.01,44.013,44.0,DOE6-10,1107,1429
dataset/DOE_6/切割訊號/DOE6-11/all/O6302-20241111133240788.pickle,O6302-20241111133240788,1,45.995,45.997,46.0,DOE6-11,1111,1332
dataset/DOE_6/切割訊號/DOE6-11/all/O6302-20241111133642455.pickle,O6302-20241111133642455,3,45.997,46.0,46.0,DOE6-11,1111,1336
dataset/DOE_6/切割訊號/DOE6-11/all/O6302-20241111133822577.pickle,O6302-20241111133822577,4,45.998,46.001,46.0,DOE6-11,1111,1338
dataset/DOE_6/切割訊號/DOE6-11/all/O6302-20241111133940506.pickle,O6302-20241111133940506,5,45.997,46.001,46.0,DOE6-11,1111,1339
dataset/DOE_6/切割訊號/DOE6-11/all/O6302-20241111134104444.pickle,O6302-20241111134104444,6,45.999,46.002,46.0,DOE6-11,1111,1341
dataset/DOE_6/切割訊號/DOE6-11/all/O6302-20241111134230057.pickle,O6302-20241111134230057,7,46.0,46.003,46.0,DOE6-11,1111,1342
dataset/DOE_6/切割訊號/DOE6-11/all/O6302-20241111134402590.pickle,O6302-20241111134402590,8,46.0,46.003,46.0,DOE6-11,1111,1344
dataset/DOE_6/切割訊號/DOE6-11/all/O6302-20241111134523633.pickle,O6302-20241111134523633,9,46.001,46.004,46.0,DOE6-11,1111,1345
dataset/DOE_6/切割訊號/DOE6-11/all/O6302-20241111134656157.pickle,O6302-20241111134656157,10,46.001,46.004,46.0,DOE6-11,1111,1346
dataset/DOE_6/切割訊號/DOE6-11/all/O6302-20241111135314955.pickle,O6302-20241111135314955,11,46.001,46.004,46.0,DOE6-11,1111,1353
dataset/DOE_6/切割訊號/DOE6-11/all/O6302-20241111135454712.pickle,O6302-20241111135454712,12,46.002,46.004,46.0,DOE6-11,1111,1354
dataset/DOE_6/切割訊號/DOE6-11/all/O6302-20241111135620318.pickle,O6302-20241111135620318,13,46.002,46.005,46.0,DOE6-11,1111,1356
dataset/DOE_6/切割訊號/DOE6-11/all/O6302-20241111135812743.pickle,O6302-20241111135812743,14,46.002,46.005,46.0,DOE6-11,1111,1358
dataset/DOE_6/切割訊號/DOE6-11/all/O6302-20241111135937601.pickle,O6302-20241111135937601,15,46.003,46.006,46.0,DOE6-11,1111,1359
dataset/DOE_6/切割訊號/DOE6-11/all/O6302-20241111140058126.pickle,O6302-20241111140058126,16,46.003,46.005,46.0,DOE6-11,1111,1400
dataset/DOE_6/切割訊號/DOE6-11/all/O6302-20241111140233043.pickle,O6302-20241111140233043,17,46.003,46.006,46.0,DOE6-11,1111,1402
dataset/DOE_6/切割訊號/DOE6-11/all/O6302-20241111140443038.pickle,O6302-20241111140443038,18,46.003,46.006,46.0,DOE6-11,1111,1404
dataset/DOE_6/切割訊號/DOE6-11/all/O6302-20241111140618519.pickle,O6302-20241111140618519,19,46.003,46.006,46.0,DOE6-11,1111,1406
dataset/DOE_6/切割訊號/DOE6-11/all/O6302-20241111140731532.pickle,O6302-20241111140731532,20,46.003,46.006,46.0,DOE6-11,1111,1407
dataset/DOE_6/切割訊號/DOE6-11/all/O6302-20241111141208532.pickle,O6302-20241111141208532,21,46.003,46.006,46.0,DOE6-11,1111,1412
dataset/DOE_6/切割訊號/DOE6-11/all/O6302-20241111141336777.pickle,O6302-20241111141336777,22,46.003,46.005,46.0,DOE6-11,1111,1413
dataset/DOE_6/切割訊號/DOE6-11/all/O6302-20241111141448151.pickle,O6302-20241111141448151,23,46.002,46.005,46.0,DOE6-11,1111,1414
dataset/DOE_6/切割訊號/DOE6-11/all/O6302-20241111141610196.pickle,O6302-20241111141610196,24,46.003,46.006,46.0,DOE6-11,1111,1416
dataset/DOE_6/切割訊號/DOE6-11/all/O6302-20241111141727005.pickle,O6302-20241111141727005,25,46.003,46.006,46.0,DOE6-11,1111,1417
dataset/DOE_6/切割訊號/DOE6-11/all/O6302-20241111141849722.pickle,O6302-20241111141849722,26,46.002,46.005,46.0,DOE6-11,1111,1418
dataset/DOE_6/切割訊號/DOE6-11/all/O6302-20241111142005903.pickle,O6302-20241111142005903,27,46.002,46.006,46.0,DOE6-11,1111,1420
dataset/DOE_6/切割訊號/DOE6-11/all/O6302-20241111142201797.pickle,O6302-20241111142201797,28,46.002,46.005,46.0,DOE6-11,1111,1422
dataset/DOE_6/切割訊號/DOE6-11/all/O6302-20241111142405115.pickle,O6302-20241111142405115,29,46.004,46.007,46.0,DOE6-11,1111,1424
dataset/DOE_6/切割訊號/DOE6-11/all/O6302-20241111142545825.pickle,O6302-20241111142545825,30,46.004,46.007,46.0,DOE6-11,1111,1425
dataset/DOE_6/切割訊號/DOE6-11/all/O6302-20241111142939724.pickle,O6302-20241111142939724,31,46.004,46.007,46.0,DOE6-11,1111,1429
dataset/DOE_6/切割訊號/DOE6-11/all/O6302-20241111143130274.pickle,O6302-20241111143130274,32,46.004,46.007,46.0,DOE6-11,1111,1431
dataset/DOE_6/切割訊號/DOE6-11/all/O6302-20241111143251063.pickle,O6302-20241111143251063,33,46.004,46.007,46.0,DOE6-11,1111,1432
dataset/DOE_6/切割訊號/DOE6-11/all/O6302-20241111143414508.pickle,O6302-20241111143414508,34,46.004,46.008,46.0,DOE6-11,1111,1434
dataset/DOE_6/切割訊號/DOE6-11/all/O6302-20241111143530054.pickle,O6302-20241111143530054,35,46.005,46.007,46.0,DOE6-11,1111,1435
dataset/DOE_6/切割訊號/DOE6-11/all/O6302-20241111143656511.pickle,O6302-20241111143656511,36,46.005,46.007,46.0,DOE6-11,1111,1436
dataset/DOE_6/切割訊號/DOE6-11/all/O6302-20241111143826632.pickle,O6302-20241111143826632,37,46.004,46.007,46.0,DOE6-11,1111,1438
dataset/DOE_6/切割訊號/DOE6-11/all/O6302-20241111143945325.pickle,O6302-20241111143945325,38,46.005,46.008,46.0,DOE6-11,1111,1439
dataset/DOE_6/切割訊號/DOE6-11/all/O6302-20241111144114711.pickle,O6302-20241111144114711,39,46.004,46.008,46.0,DOE6-11,1111,1441
dataset/DOE_6/切割訊號/DOE6-11/all/O6302-20241111144242712.pickle,O6302-20241111144242712,40,46.005,46.007,46.0,DOE6-11,1111,1442
dataset/DOE_6/切割訊號/DOE6-12/all/O6302-20241113132415150.pickle,O6302-20241113132415150,1,48.012,48.014,48.0,DOE6-12,1113,1324
dataset/DOE_6/切割訊號/DOE6-12/all/O6302-20241113132828371.pickle,O6302-20241113132828371,2,48.004,48.007,48.0,DOE6-12,1113,1328
dataset/DOE_6/切割訊號/DOE6-12/all/O6302-20241113133005876.pickle,O6302-20241113133005876,3,48.003,48.006,48.0,DOE6-12,1113,1330
dataset/DOE_6/切割訊號/DOE6-12/all/O6302-20241113133121285.pickle,O6302-20241113133121285,4,48.004,48.007,48.0,DOE6-12,1113,1331
dataset/DOE_6/切割訊號/DOE6-12/all/O6302-20241113133237527.pickle,O6302-20241113133237527,5,48.003,48.007,48.0,DOE6-12,1113,1332
dataset/DOE_6/切割訊號/DOE6-12/all/O6302-20241113133356212.pickle,O6302-20241113133356212,6,48.002,48.005,48.0,DOE6-12,1113,1333
dataset/DOE_6/切割訊號/DOE6-12/all/O6302-20241113133508137.pickle,O6302-20241113133508137,7,48.003,48.005,48.0,DOE6-12,1113,1335
dataset/DOE_6/切割訊號/DOE6-12/all/O6302-20241113133617755.pickle,O6302-20241113133617755,8,48.002,48.005,48.0,DOE6-12,1113,1336
dataset/DOE_6/切割訊號/DOE6-12/all/O6302-20241113133735911.pickle,O6302-20241113133735911,9,48.002,48.005,48.0,DOE6-12,1113,1337
dataset/DOE_6/切割訊號/DOE6-12/all/O6302-20241113133921821.pickle,O6302-20241113133921821,10,48.002,48.005,48.0,DOE6-12,1113,1339
dataset/DOE_6/切割訊號/DOE6-12/all/O6302-20241113134503119.pickle,O6302-20241113134503119,11,48.002,48.005,48.0,DOE6-12,1113,1345
dataset/DOE_6/切割訊號/DOE6-12/all/O6302-20241113134653296.pickle,O6302-20241113134653296,12,48.001,48.004,48.0,DOE6-12,1113,1346
dataset/DOE_6/切割訊號/DOE6-12/all/O6302-20241113134807231.pickle,O6302-20241113134807231,13,48.001,48.004,48.0,DOE6-12,1113,1348
dataset/DOE_6/切割訊號/DOE6-12/all/O6302-20241113135113372.pickle,O6302-20241113135113372,15,48.002,48.005,48.0,DOE6-12,1113,1351
dataset/DOE_6/切割訊號/DOE6-12/all/O6302-20241113135248726.pickle,O6302-20241113135248726,16,48.002,48.005,48.0,DOE6-12,1113,1352
dataset/DOE_6/切割訊號/DOE6-12/all/O6302-20241113135411003.pickle,O6302-20241113135411003,17,48.002,48.005,48.0,DOE6-12,1113,1354
dataset/DOE_6/切割訊號/DOE6-12/all/O6302-20241113135539384.pickle,O6302-20241113135539384,18,48.002,48.005,48.0,DOE6-12,1113,1355
dataset/DOE_6/切割訊號/DOE6-12/all/O6302-20241113135721459.pickle,O6302-20241113135721459,19,48.001,48.004,48.0,DOE6-12,1113,1357
dataset/DOE_6/切割訊號/DOE6-12/all/O6302-20241113135840131.pickle,O6302-20241113135840131,20,48.0,48.003,48.0,DOE6-12,1113,1358
dataset/DOE_6/切割訊號/DOE6-12/all/O6302-20241113140544034.pickle,O6302-20241113140544034,21,48.002,48.005,48.0,DOE6-12,1113,1405
dataset/DOE_6/切割訊號/DOE6-12/all/O6302-20241113140710679.pickle,O6302-20241113140710679,22,48.002,48.004,48.0,DOE6-12,1113,1407
dataset/DOE_6/切割訊號/DOE6-12/all/O6302-20241113140830020.pickle,O6302-20241113140830020,23,48.001,48.003,48.0,DOE6-12,1113,1408
dataset/DOE_6/切割訊號/DOE6-12/all/O6302-20241113140948518.pickle,O6302-20241113140948518,24,48.001,48.004,48.0,DOE6-12,1113,1409
dataset/DOE_6/切割訊號/DOE6-12/all/O6302-20241113141220208.pickle,O6302-20241113141220208,25,48.001,48.004,48.0,DOE6-12,1113,1412
dataset/DOE_6/切割訊號/DOE6-12/all/O6302-20241113141342749.pickle,O6302-20241113141342749,26,48.002,48.003,48.0,DOE6-12,1113,1413
dataset/DOE_6/切割訊號/DOE6-12/all/O6302-20241113141507411.pickle,O6302-20241113141507411,27,48.0,48.003,48.0,DOE6-12,1113,1415
dataset/DOE_6/切割訊號/DOE6-12/all/O6302-20241113141651084.pickle,O6302-20241113141651084,28,48.001,48.003,48.0,DOE6-12,1113,1416
dataset/DOE_6/切割訊號/DOE6-12/all/O6302-20241113141852174.pickle,O6302-20241113141852174,29,48.001,48.004,48.0,DOE6-12,1113,1418
dataset/DOE_6/切割訊號/DOE6-12/all/O6302-20241113143250323.pickle,O6302-20241113143250323,31,47.999,48.002,48.0,DOE6-12,1113,1432
dataset/DOE_6/切割訊號/DOE6-12/all/O6302-20241113143414172.pickle,O6302-20241113143414172,32,48.0,48.003,48.0,DOE6-12,1113,1434
dataset/DOE_6/切割訊號/DOE6-12/all/O6302-20241113143712179.pickle,O6302-20241113143712179,34,47.999,48.002,48.0,DOE6-12,1113,1437
dataset/DOE_6/切割訊號/DOE6-12/all/O6302-20241113143857477.pickle,O6302-20241113143857477,35,47.999,48.002,48.0,DOE6-12,1113,1438
dataset/DOE_6/切割訊號/DOE6-12/all/O6302-20241113144014882.pickle,O6302-20241113144014882,36,47.998,48.001,48.0,DOE6-12,1113,1440
dataset/DOE_6/切割訊號/DOE6-12/all/O6302-20241113144142029.pickle,O6302-20241113144142029,37,47.998,48.002,48.0,DOE6-12,1113,1441
dataset/DOE_6/切割訊號/DOE6-12/all/O6302-20241113144255001.pickle,O6302-20241113144255001,38,47.998,48.002,48.0,DOE6-12,1113,1442
dataset/DOE_6/切割訊號/DOE6-12/all/O6302-20241113144410774.pickle,O6302-20241113144410774,39,48.0,48.002,48.0,DOE6-12,1113,1444
dataset/DOE_6/切割訊號/DOE6-12/all/O6302-20241113144527303.pickle,O6302-20241113144527303,40,48.0,48.003,48.0,DOE6-12,1113,1445
dataset/DOE_6/切割訊號/DOE6-13/all/O6302-20241118134026080.pickle,O6302-20241118134026080,1,49.985,49.99,50.0,DOE6-13,1118,1340
dataset/DOE_6/切割訊號/DOE6-13/all/O6302-20241118134322030.pickle,O6302-20241118134322030,2,50.0,50.004,50.0,DOE6-13,1118,1343
dataset/DOE_6/切割訊號/DOE6-13/all/O6302-20241118134457583.pickle,O6302-20241118134457583,3,50.001,50.004,50.0,DOE6-13,1118,1344
dataset/DOE_6/切割訊號/DOE6-13/all/O6302-20241118134612356.pickle,O6302-20241118134612356,4,50.001,50.004,50.0,DOE6-13,1118,1346
dataset/DOE_6/切割訊號/DOE6-13/all/O6302-20241118134727698.pickle,O6302-20241118134727698,5,50.001,50.004,50.0,DOE6-13,1118,1347
dataset/DOE_6/切割訊號/DOE6-13/all/O6302-20241118134842375.pickle,O6302-20241118134842375,6,50.0,50.005,50.0,DOE6-13,1118,1348
dataset/DOE_6/切割訊號/DOE6-13/all/O6302-20241118134958852.pickle,O6302-20241118134958852,7,50.0,50.003,50.0,DOE6-13,1118,1349
dataset/DOE_6/切割訊號/DOE6-13/all/O6302-20241118135117874.pickle,O6302-20241118135117874,8,50.0,50.005,50.0,DOE6-13,1118,1351
dataset/DOE_6/切割訊號/DOE6-13/all/O6302-20241118135244371.pickle,O6302-20241118135244371,9,50.0,50.004,50.0,DOE6-13,1118,1352
dataset/DOE_6/切割訊號/DOE6-13/all/O6302-20241118135510137.pickle,O6302-20241118135510137,10,50.001,50.004,50.0,DOE6-13,1118,1355
dataset/DOE_6/切割訊號/DOE6-13/all/O6302-20241118140005362.pickle,O6302-20241118140005362,11,50.002,50.005,50.0,DOE6-13,1118,1400
dataset/DOE_6/切割訊號/DOE6-13/all/O6302-20241118140124423.pickle,O6302-20241118140124423,12,50.002,50.004,50.0,DOE6-13,1118,1401
dataset/DOE_6/切割訊號/DOE6-13/all/O6302-20241118140814553.pickle,O6302-20241118140814553,14,50.0,50.004,50.0,DOE6-13,1118,1408
dataset/DOE_6/切割訊號/DOE6-13/all/O6302-20241118140936231.pickle,O6302-20241118140936231,15,50.001,50.004,50.0,DOE6-13,1118,1409
dataset/DOE_6/切割訊號/DOE6-13/all/O6302-20241118141058788.pickle,O6302-20241118141058788,16,50.0,50.004,50.0,DOE6-13,1118,1410
dataset/DOE_6/切割訊號/DOE6-13/all/O6302-20241118141213445.pickle,O6302-20241118141213445,17,50.001,50.004,50.0,DOE6-13,1118,1412
dataset/DOE_6/切割訊號/DOE6-13/all/O6302-20241118141327742.pickle,O6302-20241118141327742,18,50.001,50.004,50.0,DOE6-13,1118,1413
dataset/DOE_6/切割訊號/DOE6-13/all/O6302-20241118141444092.pickle,O6302-20241118141444092,19,50.0,50.004,50.0,DOE6-13,1118,1414
dataset/DOE_6/切割訊號/DOE6-13/all/O6302-20241118141559545.pickle,O6302-20241118141559545,20,50.0,50.003,50.0,DOE6-13,1118,1415
dataset/DOE_6/切割訊號/DOE6-13/all/O6302-20241118142005308.pickle,O6302-20241118142005308,21,50.001,50.003,50.0,DOE6-13,1118,1420
dataset/DOE_6/切割訊號/DOE6-13/all/O6302-20241118142123038.pickle,O6302-20241118142123038,22,50.001,50.003,50.0,DOE6-13,1118,1421
dataset/DOE_6/切割訊號/DOE6-13/all/O6302-20241118142309843.pickle,O6302-20241118142309843,23,50.0,50.003,50.0,DOE6-13,1118,1423
dataset/DOE_6/切割訊號/DOE6-13/all/O6302-20241118142432841.pickle,O6302-20241118142432841,24,50.0,50.003,50.0,DOE6-13,1118,1424
dataset/DOE_6/切割訊號/DOE6-13/all/O6302-20241118142547062.pickle,O6302-20241118142547062,25,50.0,50.003,50.0,DOE6-13,1118,1425
dataset/DOE_6/切割訊號/DOE6-13/all/O6302-20241118142702823.pickle,O6302-20241118142702823,26,50.001,50.004,50.0,DOE6-13,1118,1427
dataset/DOE_6/切割訊號/DOE6-13/all/O6302-20241118142815148.pickle,O6302-20241118142815148,27,50.001,50.003,50.0,DOE6-13,1118,1428
dataset/DOE_6/切割訊號/DOE6-13/all/O6302-20241118142942221.pickle,O6302-20241118142942221,28,50.001,50.004,50.0,DOE6-13,1118,1429
dataset/DOE_6/切割訊號/DOE6-13/all/O6302-20241118143100856.pickle,O6302-20241118143100856,29,50.001,50.004,50.0,DOE6-13,1118,1431
dataset/DOE_6/切割訊號/DOE6-13/all/O6302-20241118143221120.pickle,O6302-20241118143221120,30,50.002,50.005,50.0,DOE6-13,1118,1432
dataset/DOE_6/切割訊號/DOE6-13/all/O6302-20241118143657872.pickle,O6302-20241118143657872,31,50.001,50.005,50.0,DOE6-13,1118,1436
dataset/DOE_6/切割訊號/DOE6-13/all/O6302-20241118144014711.pickle,O6302-20241118144014711,32,50.002,50.006,50.0,DOE6-13,1118,1440
dataset/DOE_6/切割訊號/DOE6-13/all/O6302-20241118144131689.pickle,O6302-20241118144131689,33,50.002,50.006,50.0,DOE6-13,1118,1441
dataset/DOE_6/切割訊號/DOE6-13/all/O6302-20241118144257102.pickle,O6302-20241118144257102,34,50.002,50.006,50.0,DOE6-13,1118,1442
dataset/DOE_6/切割訊號/DOE6-13/all/O6302-20241118144447832.pickle,O6302-20241118144447832,35,50.002,50.005,50.0,DOE6-13,1118,1444
dataset/DOE_6/切割訊號/DOE6-13/all/O6302-20241118144624849.pickle,O6302-20241118144624849,36,50.002,50.006,50.0,DOE6-13,1118,1446
dataset/DOE_6/切割訊號/DOE6-13/all/O6302-20241118144803147.pickle,O6302-20241118144803147,37,50.002,50.005,50.0,DOE6-13,1118,1448
dataset/DOE_6/切割訊號/DOE6-13/all/O6302-20241118144937596.pickle,O6302-20241118144937596,38,50.002,50.006,50.0,DOE6-13,1118,1449
dataset/DOE_6/切割訊號/DOE6-13/all/O6302-20241118145114766.pickle,O6302-20241118145114766,39,50.002,50.006,50.0,DOE6-13,1118,1451
dataset/DOE_6/切割訊號/DOE6-13/all/O6302-20241118145246187.pickle,O6302-20241118145246187,40,50.002,50.006,50.0,DOE6-13,1118,1452
dataset/DOE_6/切割訊號/DOE6-14/all/O6302-20241119133125794.pickle,O6302-20241119133125794,1,51.988,51.991,52.0,DOE6-14,1119,1331
dataset/DOE_6/切割訊號/DOE6-14/all/O6302-20241119133315352.pickle,O6302-20241119133315352,2,51.988,51.991,52.0,DOE6-14,1119,1333
dataset/DOE_6/切割訊號/DOE6-14/all/O6302-20241119133441158.pickle,O6302-20241119133441158,3,51.988,51.991,52.0,DOE6-14,1119,1334
dataset/DOE_6/切割訊號/DOE6-14/all/O6302-20241119133553699.pickle,O6302-20241119133553699,4,51.988,51.991,52.0,DOE6-14,1119,1335
dataset/DOE_6/切割訊號/DOE6-14/all/O6302-20241119133719680.pickle,O6302-20241119133719680,5,51.988,51.991,52.0,DOE6-14,1119,1337
dataset/DOE_6/切割訊號/DOE6-14/all/O6302-20241119134054676.pickle,O6302-20241119134054676,7,51.988,51.991,52.0,DOE6-14,1119,1340
dataset/DOE_6/切割訊號/DOE6-14/all/O6302-20241119134245605.pickle,O6302-20241119134245605,8,51.998,52.0,52.0,DOE6-14,1119,1342
dataset/DOE_6/切割訊號/DOE6-14/all/O6302-20241119134408335.pickle,O6302-20241119134408335,9,51.996,51.999,52.0,DOE6-14,1119,1344
dataset/DOE_6/切割訊號/DOE6-14/all/O6302-20241119134529100.pickle,O6302-20241119134529100,10,51.997,52.0,52.0,DOE6-14,1119,1345
dataset/DOE_6/切割訊號/DOE6-14/all/O6302-20241119135034657.pickle,O6302-20241119135034657,11,51.996,52.0,52.0,DOE6-14,1119,1350
dataset/DOE_6/切割訊號/DOE6-14/all/O6302-20241119135224982.pickle,O6302-20241119135224982,12,51.997,52.0,52.0,DOE6-14,1119,1352
dataset/DOE_6/切割訊號/DOE6-14/all/O6302-20241119135347348.pickle,O6302-20241119135347348,13,51.997,52.0,52.0,DOE6-14,1119,1353
dataset/DOE_6/切割訊號/DOE6-14/all/O6302-20241119135514345.pickle,O6302-20241119135514345,14,51.997,52.0,52.0,DOE6-14,1119,1355
dataset/DOE_6/切割訊號/DOE6-14/all/O6302-20241119135631186.pickle,O6302-20241119135631186,15,51.996,52.001,52.0,DOE6-14,1119,1356
dataset/DOE_6/切割訊號/DOE6-14/all/O6302-20241119135805044.pickle,O6302-20241119135805044,16,51.997,52.0,52.0,DOE6-14,1119,1358
dataset/DOE_6/切割訊號/DOE6-14/all/O6302-20241119135919497.pickle,O6302-20241119135919497,17,51.996,52.0,52.0,DOE6-14,1119,1359
dataset/DOE_6/切割訊號/DOE6-14/all/O6302-20241119140054410.pickle,O6302-20241119140054410,18,51.996,52.0,52.0,DOE6-14,1119,1400
dataset/DOE_6/切割訊號/DOE6-14/all/O6302-20241119140214220.pickle,O6302-20241119140214220,19,51.996,52.0,52.0,DOE6-14,1119,1402
dataset/DOE_6/切割訊號/DOE6-14/all/O6302-20241119140322858.pickle,O6302-20241119140322858,20,51.997,52.001,52.0,DOE6-14,1119,1403
dataset/DOE_6/切割訊號/DOE6-14/all/O6302-20241119140755969.pickle,O6302-20241119140755969,21,51.998,52.002,52.0,DOE6-14,1119,1407
dataset/DOE_6/切割訊號/DOE6-14/all/O6302-20241119140924178.pickle,O6302-20241119140924178,22,51.997,52.002,52.0,DOE6-14,1119,1409
dataset/DOE_6/切割訊號/DOE6-14/all/O6302-20241119141038196.pickle,O6302-20241119141038196,23,51.997,52.001,52.0,DOE6-14,1119,1410
dataset/DOE_6/切割訊號/DOE6-14/all/O6302-20241119141152465.pickle,O6302-20241119141152465,24,51.997,52.001,52.0,DOE6-14,1119,1411
dataset/DOE_6/切割訊號/DOE6-14/all/O6302-20241119141307754.pickle,O6302-20241119141307754,25,51.998,52.002,52.0,DOE6-14,1119,1413
dataset/DOE_6/切割訊號/DOE6-14/all/O6302-20241119141421535.pickle,O6302-20241119141421535,26,51.998,52.002,52.0,DOE6-14,1119,1414
dataset/DOE_6/切割訊號/DOE6-14/all/O6302-20241119141543752.pickle,O6302-20241119141543752,27,51.997,52.0,52.0,DOE6-14,1119,1415
dataset/DOE_6/切割訊號/DOE6-14/all/O6302-20241119141704589.pickle,O6302-20241119141704589,28,51.997,52.003,52.0,DOE6-14,1119,1417
dataset/DOE_6/切割訊號/DOE6-14/all/O6302-20241119141831683.pickle,O6302-20241119141831683,29,51.997,52.001,52.0,DOE6-14,1119,1418
dataset/DOE_6/切割訊號/DOE6-14/all/O6302-20241119142017136.pickle,O6302-20241119142017136,30,51.997,52.001,52.0,DOE6-14,1119,1420
dataset/DOE_6/切割訊號/DOE6-14/all/O6302-20241119142434033.pickle,O6302-20241119142434033,31,51.997,52.001,52.0,DOE6-14,1119,1424
dataset/DOE_6/切割訊號/DOE6-14/all/O6302-20241119142550509.pickle,O6302-20241119142550509,32,51.997,52.001,52.0,DOE6-14,1119,1425
dataset/DOE_6/切割訊號/DOE6-14/all/O6302-20241119142708791.pickle,O6302-20241119142708791,33,51.997,52.0,52.0,DOE6-14,1119,1427
dataset/DOE_6/切割訊號/DOE6-14/all/O6302-20241119142826356.pickle,O6302-20241119142826356,34,51.997,52.0,52.0,DOE6-14,1119,1428
dataset/DOE_6/切割訊號/DOE6-14/all/O6302-20241119142951489.pickle,O6302-20241119142951489,35,51.997,52.001,52.0,DOE6-14,1119,1429
dataset/DOE_6/切割訊號/DOE6-14/all/O6302-20241119143109778.pickle,O6302-20241119143109778,36,51.998,52.001,52.0,DOE6-14,1119,1431
